Signal,Id,Type,DataType,Complex,Unit,Min,Max,Desc,Enum,instance
Vehicle.VehicleIdentification.vehicleinteriorColor,attribute,string,false,,,,A short text indicating the configuration of the vehicle, e.g. '5dr hatchback ST 2.5 MT 225 hp' or 'limited edition'.,,
Vehicle.VehicleIdentification.vehicleinteriorType,attribute,string,false,,,,The type or material of the interior of the vehicle (e.g. synthetic fabric, leather, wood, etc.).,,
Vehicle.VehicleIdentification.knownVehicleDamages,attribute,string,false,,,,A textual description of known damages, both repaired and unrepaired.,,
Vehicle.IgnitionOn,sensor,boolean,false,,,,Indicates whether the vehicle ignition is on or off.,,
Vehicle.IgnitionOnTime,sensor,uint32,false,s,,,Accumulated ignition on time in seconds.,,
Vehicle.IgnitionOffTime,sensor,uint32,false,s,,,Accumulated ignition off time in seconds.,,
Vehicle.DriveTime,sensor,uint32,false,s,,,Accumulated drive time in seconds.,,
Vehicle.IdleTime,sensor,uint32,false,s,,,Accumulated idle time in seconds.,,
Vehicle.Speed,sensor,int32,false,km/h,-250,250,Vehicle speed, as sensed by the gearbox.,,
Vehicle.TravelledDistance,sensor,float,false,km,,,Odometer reading,,
Vehicle.TripMeterReading,sensor,float,false,km,,,Current trip meter reading,,
Vehicle.AmbientAirTemperature,sensor,float,false,celsius,,,Ambient air temperature,,
Vehicle.IsMoving,sensor,boolean,false,,,,Indicates whether the vehicle is stationary or moving,,
Vehicle.AverageSpeed,sensor,int32,false,km/h,-250,250,Average speed for the current trip,,
Vehicle.Acceleration,branch,,false,,,,Spatial acceleration,,
Vehicle.Acceleration.Longitudinal,sensor,int32,false,m/s^2,,,Vehicle acceleration in X (longitudinal acceleration).,,
Vehicle.Acceleration.Lateral,sensor,int32,false,m/s^2,,,Vehicle acceleration in Y (lateral acceleration).,,
Vehicle.Acceleration.Vertical,sensor,int32,false,m/s^2,,,Vehicle acceleration in Z (vertical acceleration).,,
Vehicle.AngularVelocity,branch,,false,,,,Spatial rotation,,
Vehicle.AngularVelocity.Roll,sensor,int16,false,degrees/s,,,Vehicle rotation rate along X (longitudinal).,,
Vehicle.AngularVelocity.Pitch,sensor,int16,false,degrees/s,,,Vehicle rotation rate along Y (lateral).,,
Vehicle.AngularVelocity.Yaw,sensor,int16,false,degrees/s,,,Vehicle rotation rate along Z (vertical).,,
Vehicle.RoofLoad,attribute,int16,false,kg,,,The permitted total weight of cargo and installations (e.g. a roof rack) on top of the vehicle.,,
Vehicle.accelerationTime,attribute,int16,false,s,,,The time needed to accelerate the vehicle from a given start velocity to a given target velocity.,,
Vehicle.cargoVolume,attribute,int16,false,l,0,100,The available volume for cargo or luggage. For automobiles, this is usually the trunk volume.,,
Vehicle.emissionsCO2,attribute,int16,false,g/km,,,The CO2 emissions in g/km.,,
Vehicle.Media,branch,,false,,,,Media service data.,,
Vehicle.Powertrain,branch,,false,,,,Powertrain data for battery management, etc.,,
Vehicle.Powertrain.AccumulatedBrakingEnergy,sensor,float,false,kWh,,,The accumulated energy from regenerative braking over lifetime.,,
Vehicle.Powertrain.CombustionEngine,branch,,false,,,,Engine-specific data, stopping at the bell housing.,,
Vehicle.Powertrain.CombustionEngine.Displacement,attribute,uint16,false,cm^3,,,Displacement in cubic centimetres.,,
Vehicle.Powertrain.CombustionEngine.StrokeLength,attribute,uint16,false,cm,,,Stroke length in centimetres.,,
Vehicle.Powertrain.CombustionEngine.Bore,attribute,uint16,false,cm,,,Bore in centimetres.,,
Vehicle.Powertrain.CombustionEngine.Configuration,attribute,string,false,,,,Engine configuration.,['unknown', 'straight', 'V', 'boxer', 'W', 'rotary', 'radial', 'square', 'H', 'U', 'opposed', 'X'],
Vehicle.Powertrain.CombustionEngine.NumberOfCylinders,attribute,uint16,false,,,,Number of cylinders.,,
Vehicle.Powertrain.CombustionEngine.NumberOfValvesPerCylinder,attribute,uint16,false,,,,Number of valves per cylinder.,,
Vehicle.Powertrain.CombustionEngine.CompressionRatio,attribute,string,false,,,,Engine compression ratio.,,
Vehicle.Powertrain.CombustionEngine.OilLifeRemaining,attribute,uint32,false,s,,,Remaining engine oil life in seconds.,,
Vehicle.Powertrain.CombustionEngine.EngineOilCapacity,attribute,uint16,false,l,,,Engine oil capacity in liters.,,
Vehicle.Powertrain.CombustionEngine.EngineCoolantCapacity,attribute,uint16,false,l,,,Engine coolant capacity in liters.,,
Vehicle.Powertrain.CombustionEngine.MaxPower,attribute,uint16,false,kW,,,Peak power, in kilowatts, that engine can generate.,,
Vehicle.Powertrain.CombustionEngine.MaxTorque,attribute,uint16,false,Nm,,,Peak power, in newton meter, that the engine can generate.,,
Vehicle.Powertrain.CombustionEngine.AspirationType,attribute,string,false,,,,Type of aspiration (natural, turbocharger, supercharger etc).,['unknown', 'natural', 'supercharger', 'turbocharger'],
Vehicle.Powertrain.CombustionEngine.FuelType,attribute,string,false,,,,Type of fuel that the engine runs on.,['unknown', 'gasoline', 'diesel', 'E85', 'CNG'],
Vehicle.Powertrain.CombustionEngine.Engine,branch,,false,,,,Engine signals,,
Vehicle.Powertrain.CombustionEngine.Engine.Speed,sensor,uint16,false,rpm,0,20000,Engine speed measured as rotations per minute.,,
Vehicle.Powertrain.CombustionEngine.Engine.ECT,sensor,int16,false,celsius,-50,200,Engine coolant temperature.,,
Vehicle.Powertrain.CombustionEngine.Engine.EOT,sensor,int16,false,celsius,-50,300,Engine oil temperature.,,
Vehicle.Powertrain.CombustionEngine.Engine.MAP,sensor,int16,false,kPa,0,1000,Manifold air pressure possibly boosted using forced induction.,,
Vehicle.Powertrain.CombustionEngine.Engine.MAF,sensor,int16,false,g/s,0,3000,Grams of air drawn into engine per second.,,
Vehicle.Powertrain.CombustionEngine.Engine.TPS,sensor,int8,false,percent,0,100,Current throttle position.,,
Vehicle.Powertrain.CombustionEngine.Engine.EOP,sensor,int16,false,kPa,0,1000,Engine oil pressure.,,
Vehicle.Powertrain.CombustionEngine.Engine.Power,sensor,int16,false,kW,0,2000,Current engine power output.,,
Vehicle.Powertrain.CombustionEngine.Engine.Torque,sensor,int16,false,Nm,0,3000,Current engine torque.,,
Vehicle.Powertrain.CombustionEngine.DieselParticulateFilter,branch,,false,,,,Diesel Particulate Filter signals,,
Vehicle.Powertrain.CombustionEngine.DieselParticulateFilter.InletTemperature,sensor,float,false,celsius,,,Inlet temperature of Diesel Particulate Filter.,,
Vehicle.Powertrain.CombustionEngine.DieselParticulateFilter.OutletTemperature,sensor,float,false,celsius,,,Outlet temperature of Diesel Particulate Filter.,,
Vehicle.Powertrain.CombustionEngine.DieselParticulateFilter.DeltaPressure,sensor,float,false,Pa,,,Delta Pressure of Diesel Particulate Filter.,,
Vehicle.Powertrain.Transmission,branch,,false,,,,Transmission-specific data, stopping at the drive shafts.,,
Vehicle.Powertrain.Transmission.Type,attribute,string,false,,,,Transmission type.,['unknown', 'sequential', 'H', 'automatic', 'DSG', 'CVT'],
Vehicle.Powertrain.Transmission.GearCount,attribute,uint8,false,,,,Number of forward gears in the transmission. -1 = CVT.,,
Vehicle.Powertrain.Transmission.DriveType,attribute,string,false,,,,Drive type.,['unknown', 'forward wheel drive', 'rear wheel drive', 'all wheel drive'],
Vehicle.Powertrain.Transmission.Speed,sensor,int32,false,km/h,-250,250,Vehicle speed, as sensed by the gearbox.,,
Vehicle.Powertrain.Transmission.TravelledDistance,sensor,float,false,km,,,Odometer reading,,
Vehicle.Powertrain.Transmission.Gear,actuator,int8,false,,-1,16,Current gear. 0=Neutral. -1=Reverse,,
Vehicle.Powertrain.Transmission.PerformanceMode,actuator,string,false,,,,Current gearbox performance mode.,['normal', 'sport', 'economy', 'snow', 'rain'],
Vehicle.Powertrain.Transmission.GearChangeMode,actuator,string,false,,,,Is the gearbox in automatic or manual (paddle) mode.,['manual', 'automatic'],
Vehicle.Powertrain.Transmission.Temperature,sensor,int16,false,celsius,-50,200,The current gearbox temperature,,
Vehicle.Powertrain.Transmission.ClutchWear,sensor,uint8,false,percent,,,Clutch wear as a percent. 0 = no wear. 100 = worn.,,
Vehicle.Powertrain.ElectricMotor,branch,,false,,,,Electric Motor specific data.,,
Vehicle.Powertrain.ElectricMotor.MaxPower,attribute,uint16,false,kW,,,Peak power, in kilowatts, that motor(s) can generate.,,
Vehicle.Powertrain.ElectricMotor.MaxTorque,attribute,uint16,false,Nm,,,Peak power, in newton meter, that the motor(s) can generate.,,
Vehicle.Powertrain.ElectricMotor.MaxRegenPower,attribute,uint16,false,kW,,,Peak regen/brake power, in kilowatts, that motor(s) can generate.,,
Vehicle.Powertrain.ElectricMotor.MaxRegenTorque,attribute,uint16,false,Nm,,,Peak regen/brake torque, in newton meter, that the motor(s) can generate.,,
Vehicle.Powertrain.ElectricMotor.Motor,branch,,false,,,,motor signals,,
Vehicle.Powertrain.ElectricMotor.Motor.Rpm,sensor,uint32,false,rpm,-100000,100000,Motor rotational speed measured as rotations per minute. Negative values indicate reverse driving mode.,,
Vehicle.Powertrain.ElectricMotor.Motor.Temperature,sensor,int16,false,celsius,-50,200,Motor temperature.,,
Vehicle.Powertrain.ElectricMotor.Motor.CoolantTemperature,sensor,int16,false,celsius,-50,200,Motor coolant temperature (if applicable).,,
Vehicle.Powertrain.ElectricMotor.Motor.Power,sensor,int16,false,kW,-2000,2000,Current motor power output. Negative values indicate regen mode.,,
Vehicle.Powertrain.ElectricMotor.Motor.Torque,sensor,int16,false,Nm,-5000,5000,Current motor torque. Negative values indicate regen mode.,,
Vehicle.Powertrain.Battery,branch,,false,,,,Battery Management data.,,
Vehicle.Powertrain.Battery.Temperature,sensor,float,false,celsius,,,Temperature of the battery pack,,
Vehicle.Powertrain.Battery.StateOfCharge,branch,,false,,,,Information on the state of charge of the vehicle's high voltage battery.,,
Vehicle.Powertrain.Battery.StateOfCharge.Current,sensor,float,false,percent,0,100.0,Physical state of charge of the high voltage battery. This is not necessarily the state of charge being displayed to the customer.,,
Vehicle.Powertrain.Battery.StateOfCharge.Displayed,sensor,float,false,percent,0,100.0,State of charge displayed to the customer.,,
Vehicle.Powertrain.Battery.StateOfCharge.Target,actuator,uint8,false,percent,0,100,Target state of charge set (eg. by customer).,,
Vehicle.Powertrain.Battery.GrossCapacity,attribute,uint16,false,kWh,,,Gross capacity of the battery,,
Vehicle.Powertrain.Battery.NetCapacity,attribute,uint16,false,kWh,,,Net capacity of the battery,,
Vehicle.Powertrain.Battery.NominalVoltage,attribute,uint16,false,V,,,Nominal Voltage of the battery,,
Vehicle.Powertrain.Battery.ReferentVoltage,attribute,uint16,false,V,,,Referent Voltage of the battery,,
Vehicle.Powertrain.Battery.AccumulatedChargedEnergy,sensor,float,false,kWh,,,The accumulated energy delivered to the battery during charging over lifetime.,,
Vehicle.Powertrain.Battery.AccumulatedConsumedEnergy,sensor,float,false,kWh,,,The accumulated energy leaving HV battery for propulsion and auxiliary loads over lifetime.,,
Vehicle.Powertrain.Battery.Charging,branch,,false,,,,Properties related to battery charging,,
Vehicle.Powertrain.Battery.Charging.ChargeLimit,actuator,uint8,false,percent,0,100,Maximum charge level for battery, can potentially be set manually.,,
Vehicle.Powertrain.Battery.Charging.MaximumChargingCurrent,sensor,float,false,A,,,Maximum charging current that can be accepted by the system.,,
Vehicle.Powertrain.Battery.Charging.ChargePortFlap,actuator,string,false,,,,Signal indicating if charge port cover is open or closed, can potentially be controlled manually.,['open', 'closed'],
Vehicle.Powertrain.Battery.Charging.ChargePlugStatus,sensor,boolean,false,,,,Signal indicating if charge plug is connected or not.,,
Vehicle.Powertrain.Battery.Charging.ChargePlugType,attribute,string,false,,,,Type of charge plug available on the vehicle (CSS includes Type2).,['type 1', 'type 2', 'ccs', 'chademo'],
Vehicle.Powertrain.Battery.Charging.Mode,actuator,string,false,,,,Control of the charge process - manually initiated (plug-in event, companion app, etc), timer-based or grid-controlled (eg ISO 15118).,['manual', 'timer', 'grid'],
Vehicle.Powertrain.Battery.Charging.Status,sensor,boolean,false,,,,State of charging process.,,
Vehicle.Powertrain.Battery.Charging.StartStopCharging,actuator,string,false,,,,Start or stop the charging process.,['start', 'stop'],
Vehicle.Powertrain.Battery.Charging.ChargeCurrent,sensor,float,false,A,,,Current charging current.,,
Vehicle.Powertrain.Battery.Charging.ChargeVoltage,sensor,float,false,V,,,Current charging voltage.,,
Vehicle.Powertrain.Battery.Charging.ChargeRate,sensor,float,false,km/h,,,Current charging rate, as in kilometers of range added per hour.,,
Vehicle.Powertrain.Battery.Charging.TimeToComplete,sensor,uint32,false,s,,,The time needed to complete the current charging process to the set charge limit. 0 if charging is complete, negative number if no charging process is active.,,
Vehicle.Powertrain.Battery.Charging.Timer,branch,,false,,,,Properties related to timing of battery charging sessions.,,
Vehicle.Powertrain.Battery.Charging.Timer.Time,actuator,uint32,false,s,,,Time value for next charging-related action (Unix timestamp, seconds).,,
Vehicle.Powertrain.Battery.Charging.Timer.Mode,actuator,string,false,,,,Defines whether Timer.Time is defining start- or endtime of a charging action; departuretime denotes that target time should be taken from vehicle-level desired departure-time setting.,['starttime', 'endtime', 'depaturetime'],
Vehicle.Powertrain.FuelSystem,branch,,false,,,,Fuel system data.,,
Vehicle.Powertrain.FuelSystem.FuelType,attribute,string,false,,,,Defines the fuel type of the vehicle,['unknown', 'gasoline', 'diesel', 'electric', 'hybrid', 'E85', 'CNG', 'LPG'],
Vehicle.Powertrain.FuelSystem.HybridType,attribute,string,false,,,,Defines the hybrid type of the vehicle,['unknown', 'not_applicable', 'stop_start', 'belt_ISG', 'CIMG', 'PHEV'],
Vehicle.Powertrain.FuelSystem.TankCapacity,attribute,uint16,false,l,,,Capacity of the fuel tank in liters,,
Vehicle.Powertrain.FuelSystem.Level,sensor,uint8,false,percent,0,100,Level in fuel tank as percent of capacity. 0 = empty. 100 = full.,,
Vehicle.Powertrain.FuelSystem.Range,sensor,uint32,false,m,,,Range in meters.,,
Vehicle.Powertrain.FuelSystem.InstantConsumption,sensor,float,false,l/100km,0,,Current consumption in liters per 100 km.,,
Vehicle.Powertrain.FuelSystem.AverageConsumption,sensor,float,false,l/100km,0,,Average consumption in liters per 100 km.,,
Vehicle.Powertrain.FuelSystem.ConsumptionSinceStart,sensor,float,false,l,,,Fuel amount consumed since start in liters.,,
Vehicle.Powertrain.FuelSystem.TimeSinceStart,sensor,uint32,false,s,,,Time elapsed since start in seconds.,,
Vehicle.Powertrain.FuelSystem.EngineStopStartEnabled,sensor,boolean,false,,,,Indicates whether eco start stop is currently enabled,,
Vehicle.Powertrain.FuelSystem.LowFuelLevel,sensor,boolean,false,,,,Indicates that the fuel level is low (e.g. <50km range),,
Vehicle.Powertrain.FuelCell,branch,,false,,,,Fuel Cell data.,,
Vehicle.Body,branch,,false,,,,All body components.,,
Vehicle.Body.BodyType,attribute,string,false,,,,Body type code as defined by ISO 3779,,
Vehicle.Body.RefuelPosition,attribute,string,false,,,,Location of the fuel cap or charge port,['front_left', 'front_right', 'middle_left', 'middle_right', 'rear_left', 'rear_right'],
Vehicle.Body.Hood,branch,,false,,,,Hood status,,
Vehicle.Body.Hood.IsOpen,actuator,boolean,false,,,,hood open or closed. True = Open. False = Closed,,
Vehicle.Body.Trunk,branch,,false,,,,Trunk status,,
Vehicle.Body.Trunk.IsOpen,actuator,boolean,false,,,,Trunk open or closed. True = Open. False = Closed,,
Vehicle.Body.Trunk.IsLocked,actuator,boolean,false,,,,Is trunk locked or unlocked. True = Locked. False = Unlocked.,,
Vehicle.Body.Horn,branch,,false,,,,Horn signals,,
Vehicle.Body.Horn.IsActive,actuator,boolean,false,,,,Horn active or inactive. True = Active. False = Inactive.,,
Vehicle.Body.Raindetection,branch,,false,,,,Rainsensor signals,,
Vehicle.Body.Raindetection.intensity,sensor,uint8,false,percent,,,Rain intensity. 0 = Dry, No Rain. 100 = Covered.,,
Vehicle.Body.Windshield,branch,,false,,,,Windshield signals,,
Vehicle.Body.Windshield.Front,branch,,false,,,,Windshield signals,,
Vehicle.Body.Windshield.Front.Wiping,branch,,false,,,,Front windshield wiper signals,,
Vehicle.Body.Windshield.Front.Wiping.Status,actuator,string,false,,,,Front wiper status,['off', 'slow', 'medium', 'fast', 'interval', 'rainsensor'],
Vehicle.Body.Windshield.Front.Heating,branch,,false,,,,Front windshield heater signals,,
Vehicle.Body.Windshield.Front.Heating.Status,actuator,boolean,false,,,,Front windshield heater status. 0 - off, 1 - on,,
Vehicle.Body.Windshield.Front.WasherFluid,branch,,false,,,,Front windshield washer fluid signals,,
Vehicle.Body.Windshield.Front.WasherFluid.LevelLow,sensor,boolean,false,,,,Low level indication for washer fluid. True = Level Low. False = Level OK.,,
Vehicle.Body.Windshield.Front.WasherFluid.Level,sensor,uint8,false,percent,,,Washer fluid level as a percent. 0 = Empty. 100 = Full.,,
Vehicle.Body.Windshield.Rear,branch,,false,,,,Windshield signals,,
Vehicle.Body.Windshield.Rear.Wiping,branch,,false,,,,Front windshield wiper signals,,
Vehicle.Body.Windshield.Rear.Wiping.Status,actuator,string,false,,,,Front wiper status,['off', 'slow', 'medium', 'fast', 'interval', 'rainsensor'],
Vehicle.Body.Windshield.Rear.Heating,branch,,false,,,,Front windshield heater signals,,
Vehicle.Body.Windshield.Rear.Heating.Status,actuator,boolean,false,,,,Front windshield heater status. 0 - off, 1 - on,,
Vehicle.Body.Windshield.Rear.WasherFluid,branch,,false,,,,Front windshield washer fluid signals,,
Vehicle.Body.Windshield.Rear.WasherFluid.LevelLow,sensor,boolean,false,,,,Low level indication for washer fluid. True = Level Low. False = Level OK.,,
Vehicle.Body.Windshield.Rear.WasherFluid.Level,sensor,uint8,false,percent,,,Washer fluid level as a percent. 0 = Empty. 100 = Full.,,
Vehicle.Body.Lights,branch,,false,,,,All lights,,
Vehicle.Body.Lights.IsHighBeamOn,actuator,boolean,false,,,,Is high beam on,,
Vehicle.Body.Lights.IsLowBeamOn,actuator,boolean,false,,,,Is low beam on,,
Vehicle.Body.Lights.IsRunningOn,actuator,boolean,false,,,,Are running lights on,,
Vehicle.Body.Lights.IsBackupOn,actuator,boolean,false,,,,Is backup (reverse) light on,,
Vehicle.Body.Lights.IsParkingOn,actuator,boolean,false,,,,Is parking light on,,
Vehicle.Body.Lights.IsBrakeOn,actuator,boolean,false,,,,Is brake light on,,
Vehicle.Body.Lights.IsRearFogOn,actuator,boolean,false,,,,Is rear fog light on,,
Vehicle.Body.Lights.IsFrontFogOn,actuator,boolean,false,,,,Is front fog light on,,
Vehicle.Body.Lights.IsHazardOn,actuator,boolean,false,,,,Are hazards on,,
Vehicle.Body.Lights.IsLeftIndicatorOn,actuator,boolean,false,,,,Is left indicator flashing,,
Vehicle.Body.Lights.IsRightIndicatorOn,actuator,boolean,false,,,,Is right indicator flashing,,
Vehicle.Body.Mirrors,branch,,false,,,,All mirrors,,
Vehicle.Body.Mirrors.Left,branch,,false,,,,All mirrors,,
Vehicle.Body.Mirrors.Left.Tilt,actuator,int8,false,percent,,,Mirror tilt as a percent. 0 = Center Position. 100 = Fully Upward Position. -100 = Fully Downward Position.,,
Vehicle.Body.Mirrors.Left.Pan,actuator,int8,false,percent,,,Mirror pan as a percent. 0 = Center Position. 100 = Fully Left Position. -100 = Fully Right Position.,,
Vehicle.Body.Mirrors.Left.Heating,branch,,false,,,,Mirror heater signals,,
Vehicle.Body.Mirrors.Left.Heating.Status,actuator,boolean,false,,,,Mirror Heater on or off. True = Heater On. False = Heater Off.,,
Vehicle.Body.Mirrors.Right,branch,,false,,,,All mirrors,,
Vehicle.Body.Mirrors.Right.Tilt,actuator,int8,false,percent,,,Mirror tilt as a percent. 0 = Center Position. 100 = Fully Upward Position. -100 = Fully Downward Position.,,
Vehicle.Body.Mirrors.Right.Pan,actuator,int8,false,percent,,,Mirror pan as a percent. 0 = Center Position. 100 = Fully Left Position. -100 = Fully Right Position.,,
Vehicle.Body.Mirrors.Right.Heating,branch,,false,,,,Mirror heater signals,,
Vehicle.Body.Mirrors.Right.Heating.Status,actuator,boolean,false,,,,Mirror Heater on or off. True = Heater On. False = Heater Off.,,
Vehicle.Body.ChargingPort,branch,,false,,,,Collects Information about the charging port,,
Vehicle.Body.ChargingPort.Type,attribute,string,false,,,,Indicates the primary charging type fitted to the vehicle,['unknown', 'Not_Fitted', 'AC_Type_1', 'AC_Type_2', 'AC_GBT', 'AC_DC_Type_1_Combo', 'AC_DC_Type_2_Combo', 'DC_GBT', 'DC_Chademo'],
Vehicle.Cabin,branch,,false,,,,All in-cabin components, including doors.,,
Vehicle.Cabin.RearShade,branch,,false,,,,Rear window shade.,,
Vehicle.Cabin.RearShade.Switch,actuator,string,false,,,,Switch controlling sliding action such as window, sunroof, or blind.,['Inactive', 'Close', 'Open', 'OneShotClose', 'OneShotOpen'],
Vehicle.Cabin.RearShade.Position,actuator,uint8,false,percent,0,100,Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.,,
Vehicle.Cabin.HVAC,branch,,false,,,,Climate control,,
Vehicle.Cabin.HVAC.Station,branch,,false,,,,HVAC for single station in the vehicle,,
Vehicle.Cabin.HVAC.Station.Row1,branch,,false,,,,HVAC for single station in the vehicle,,
Vehicle.Cabin.HVAC.Station.Row1.Left,branch,,false,,,,HVAC for single station in the vehicle,,
Vehicle.Cabin.HVAC.Station.Row1.Left.FanSpeed,actuator,uint8,false,percent,0,100,Fan Speed, 0 = off. 100 = max,,
Vehicle.Cabin.HVAC.Station.Row1.Left.Temperature,actuator,int8,false,celsius,-50,50,Temperature,,
Vehicle.Cabin.HVAC.Station.Row1.Left.AirDistribution,actuator,string,false,,,,Direction of airstream,['up', 'middle', 'down'],
Vehicle.Cabin.HVAC.Station.Row1.Right,branch,,false,,,,HVAC for single station in the vehicle,,
Vehicle.Cabin.HVAC.Station.Row1.Right.FanSpeed,actuator,uint8,false,percent,0,100,Fan Speed, 0 = off. 100 = max,,
Vehicle.Cabin.HVAC.Station.Row1.Right.Temperature,actuator,int8,false,celsius,-50,50,Temperature,,
Vehicle.Cabin.HVAC.Station.Row1.Right.AirDistribution,actuator,string,false,,,,Direction of airstream,['up', 'middle', 'down'],
Vehicle.Cabin.HVAC.Station.Row2,branch,,false,,,,HVAC for single station in the vehicle,,
Vehicle.Cabin.HVAC.Station.Row2.Left,branch,,false,,,,HVAC for single station in the vehicle,,
Vehicle.Cabin.HVAC.Station.Row2.Left.FanSpeed,actuator,uint8,false,percent,0,100,Fan Speed, 0 = off. 100 = max,,
Vehicle.Cabin.HVAC.Station.Row2.Left.Temperature,actuator,int8,false,celsius,-50,50,Temperature,,
Vehicle.Cabin.HVAC.Station.Row2.Left.AirDistribution,actuator,string,false,,,,Direction of airstream,['up', 'middle', 'down'],
Vehicle.Cabin.HVAC.Station.Row2.Right,branch,,false,,,,HVAC for single station in the vehicle,,
Vehicle.Cabin.HVAC.Station.Row2.Right.FanSpeed,actuator,uint8,false,percent,0,100,Fan Speed, 0 = off. 100 = max,,
Vehicle.Cabin.HVAC.Station.Row2.Right.Temperature,actuator,int8,false,celsius,-50,50,Temperature,,
Vehicle.Cabin.HVAC.Station.Row2.Right.AirDistribution,actuator,string,false,,,,Direction of airstream,['up', 'middle', 'down'],
Vehicle.Cabin.HVAC.Station.Row3,branch,,false,,,,HVAC for single station in the vehicle,,
Vehicle.Cabin.HVAC.Station.Row3.Left,branch,,false,,,,HVAC for single station in the vehicle,,
Vehicle.Cabin.HVAC.Station.Row3.Left.FanSpeed,actuator,uint8,false,percent,0,100,Fan Speed, 0 = off. 100 = max,,
Vehicle.Cabin.HVAC.Station.Row3.Left.Temperature,actuator,int8,false,celsius,-50,50,Temperature,,
Vehicle.Cabin.HVAC.Station.Row3.Left.AirDistribution,actuator,string,false,,,,Direction of airstream,['up', 'middle', 'down'],
Vehicle.Cabin.HVAC.Station.Row3.Right,branch,,false,,,,HVAC for single station in the vehicle,,
Vehicle.Cabin.HVAC.Station.Row3.Right.FanSpeed,actuator,uint8,false,percent,0,100,Fan Speed, 0 = off. 100 = max,,
Vehicle.Cabin.HVAC.Station.Row3.Right.Temperature,actuator,int8,false,celsius,-50,50,Temperature,,
Vehicle.Cabin.HVAC.Station.Row3.Right.AirDistribution,actuator,string,false,,,,Direction of airstream,['up', 'middle', 'down'],
Vehicle.Cabin.HVAC.Station.Row4,branch,,false,,,,HVAC for single station in the vehicle,,
Vehicle.Cabin.HVAC.Station.Row4.Left,branch,,false,,,,HVAC for single station in the vehicle,,
Vehicle.Cabin.HVAC.Station.Row4.Left.FanSpeed,actuator,uint8,false,percent,0,100,Fan Speed, 0 = off. 100 = max,,
Vehicle.Cabin.HVAC.Station.Row4.Left.Temperature,actuator,int8,false,celsius,-50,50,Temperature,,
Vehicle.Cabin.HVAC.Station.Row4.Left.AirDistribution,actuator,string,false,,,,Direction of airstream,['up', 'middle', 'down'],
Vehicle.Cabin.HVAC.Station.Row4.Right,branch,,false,,,,HVAC for single station in the vehicle,,
Vehicle.Cabin.HVAC.Station.Row4.Right.FanSpeed,actuator,uint8,false,percent,0,100,Fan Speed, 0 = off. 100 = max,,
Vehicle.Cabin.HVAC.Station.Row4.Right.Temperature,actuator,int8,false,celsius,-50,50,Temperature,,
Vehicle.Cabin.HVAC.Station.Row4.Right.AirDistribution,actuator,string,false,,,,Direction of airstream,['up', 'middle', 'down'],
Vehicle.Cabin.HVAC.IsRecirculationActive,actuator,boolean,false,,,,Is recirculation active.,,
