Signal.Cabin.Door.Row1.Right.Shade,"","branch","","","","Side window shade"
Signal.Cabin.Door.Row1.Right.Shade.Position,"123","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed."
Signal.Cabin.Door.Row1.Right.Shade.Switch,"122","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row1.Right.Window,"","branch","","","","Door window status"
Signal.Cabin.Door.Row1.Right.Window.Position,"119","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened."
Signal.Cabin.Door.Row1.Right.Window.Switch,"120","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row1.Right.IsOpen,"117","Boolean","","","","Is door open or closed"
Signal.Cabin.Door.Row1.Left,"","branch","","","","Left front door"
Signal.Cabin.Door.Row1.Left.IsChildLockActive,"114","Boolean","","","","Is door child lock engaged. Trnue = Engaged. False = Disengaged."
Signal.Cabin.Door.Row1.Left.IsLocked,"111","Boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked."
Signal.Cabin.Door.Row1.Left.Shade,"","branch","","","","Side window shade"
Signal.Cabin.Door.Row1.Left.Shade.Position,"116","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed."
Signal.Cabin.Door.Row1.Left.Shade.Switch,"115","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row1.Left.Window,"","branch","","","","Door window status"
Signal.Cabin.Door.Row1.Left.Window.Position,"112","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened."
Signal.Cabin.Door.Row1.Left.Window.Switch,"113","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row1.Left.IsOpen,"110","Boolean","","","","Is door open or closed"
Signal.Cabin.Door.Row2,"","branch","","","","Second row doors"
Signal.Cabin.Door.Row2.Right,"","branch","","","","Right second row door"
Signal.Cabin.Door.Row2.Right.IsChildLockActive,"135","Boolean","","","","Is door child lock engaged. Trnue = Engaged. False = Disengaged."
Signal.Cabin.Door.Row2.Right.IsLocked,"132","Boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked."
Signal.Cabin.Door.Row2.Right.Shade,"","branch","","","","Side window shade"
Signal.Cabin.Door.Row2.Right.Shade.Position,"137","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed."
Signal.Cabin.Door.Row2.Right.Shade.Switch,"136","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row2.Right.Window,"","branch","","","","Door window status"
Signal.Cabin.Door.Row2.Right.Window.Position,"133","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened."
Signal.Cabin.Door.Row2.Right.Window.Switch,"134","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row2.Right.IsOpen,"131","Boolean","","","","Is door open or closed"
Signal.Cabin.Door.Row2.Left,"","branch","","","","Left second row door"
Signal.Cabin.Door.Row2.Left.IsChildLockActive,"128","Boolean","","","","Is door child lock engaged. Trnue = Engaged. False = Disengaged."
Signal.Cabin.Door.Row2.Left.IsLocked,"125","Boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked."
Signal.Cabin.Door.Row2.Left.Shade,"","branch","","","","Side window shade"
Signal.Cabin.Door.Row2.Left.Shade.Position,"130","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed."
Signal.Cabin.Door.Row2.Left.Shade.Switch,"129","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row2.Left.Window,"","branch","","","","Door window status"
Signal.Cabin.Door.Row2.Left.Window.Position,"126","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened."
Signal.Cabin.Door.Row2.Left.Window.Switch,"127","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row2.Left.IsOpen,"124","Boolean","","","","Is door open or closed"
Signal.Cabin.Door.Row3,"","branch","","","","Third row doors"
Signal.Cabin.Door.Row3.Right,"","branch","","","","Right third row door"
Signal.Cabin.Door.Row3.Right.IsChildLockActive,"149","Boolean","","","","Is door child lock engaged. Trnue = Engaged. False = Disengaged."
Signal.Cabin.Door.Row3.Right.IsLocked,"146","Boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked."
Signal.Cabin.Door.Row3.Right.Shade,"","branch","","","","Side window shade"
Signal.Cabin.Door.Row3.Right.Shade.Position,"151","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed."
Signal.Cabin.Door.Row3.Right.Shade.Switch,"150","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row3.Right.Window,"","branch","","","","Door window status"
Signal.Cabin.Door.Row3.Right.Window.Position,"147","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened."
Signal.Cabin.Door.Row3.Right.Window.Switch,"148","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row3.Right.IsOpen,"145","Boolean","","","","Is door open or closed"
Signal.Cabin.Door.Row3.Left,"","branch","","","","Left third row door"
Signal.Cabin.Door.Row3.Left.IsChildLockActive,"142","Boolean","","","","Is door child lock engaged. Trnue = Engaged. False = Disengaged."
Signal.Cabin.Door.Row3.Left.IsLocked,"139","Boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked."
Signal.Cabin.Door.Row3.Left.Shade,"","branch","","","","Side window shade"
Signal.Cabin.Door.Row3.Left.Shade.Position,"144","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed."
Signal.Cabin.Door.Row3.Left.Shade.Switch,"143","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row3.Left.Window,"","branch","","","","Door window status"
Signal.Cabin.Door.Row3.Left.Window.Position,"140","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened."
Signal.Cabin.Door.Row3.Left.Window.Switch,"141","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row3.Left.IsOpen,"138","Boolean","","","","Is door open or closed"
Signal.Cabin.Door.Row4,"","branch","","","","Fourth row doors"
Signal.Cabin.Door.Row4.Right,"","branch","","","","Right fourth row door"
Signal.Cabin.Door.Row4.Right.IsChildLockActive,"163","Boolean","","","","Is door child lock engaged. Trnue = Engaged. False = Disengaged."
Signal.Cabin.Door.Row4.Right.IsLocked,"160","Boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked."
Signal.Cabin.Door.Row4.Right.Shade,"","branch","","","","Side window shade"
Signal.Cabin.Door.Row4.Right.Shade.Position,"165","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed."
Signal.Cabin.Door.Row4.Right.Shade.Switch,"164","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row4.Right.Window,"","branch","","","","Door window status"
Signal.Cabin.Door.Row4.Right.Window.Position,"161","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened."
Signal.Cabin.Door.Row4.Right.Window.Switch,"162","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row4.Right.IsOpen,"159","Boolean","","","","Is door open or closed"
Signal.Cabin.Door.Row4.Left,"","branch","","","","Left fourth row door"
Signal.Cabin.Door.Row4.Left.IsChildLockActive,"156","Boolean","","","","Is door child lock engaged. Trnue = Engaged. False = Disengaged."
Signal.Cabin.Door.Row4.Left.IsLocked,"153","Boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked."
Signal.Cabin.Door.Row4.Left.Shade,"","branch","","","","Side window shade"
Signal.Cabin.Door.Row4.Left.Shade.Position,"158","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed."
Signal.Cabin.Door.Row4.Left.Shade.Switch,"157","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row4.Left.Window,"","branch","","","","Door window status"
Signal.Cabin.Door.Row4.Left.Window.Position,"154","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened."
Signal.Cabin.Door.Row4.Left.Window.Switch,"155","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Door.Row4.Left.IsOpen,"152","Boolean","","","","Is door open or closed"
Signal.Cabin.HVAC,"","branch","","","","Climate control"
Signal.Cabin.HVAC.Row1,"","branch","","","","Frontmost row HVAC."
Signal.Cabin.HVAC.Row1.FanSpeed,"54","UInt8","","0","20","Fan Speed, 0 = off. 20 = max"
Signal.Cabin.HVAC.Row1.RightTemperature,"56","Int8","celsius","-50","50","Right side Temperature"
Signal.Cabin.HVAC.Row1.LeftTemperature,"55","Int8","celsius","-50","50","Left side Temperature"
Signal.Cabin.HVAC.Row1.Recirculation,"53","Boolean","","","","Recirculation active."
Signal.Cabin.HVAC.Row1.AirDistribution,"57","String","","","","Direction of airstream"
Signal.Cabin.HVAC.Row2,"","branch","","","","Second row HVAC."
Signal.Cabin.HVAC.Row2.FanSpeed,"59","UInt8","","0","20","Fan Speed, 0 = off. 20 = max"
Signal.Cabin.HVAC.Row2.RightTemperature,"61","Int8","celsius","-50","50","Right side Temperature"
Signal.Cabin.HVAC.Row2.LeftTemperature,"60","Int8","celsius","-50","50","Left side Temperature"
Signal.Cabin.HVAC.Row2.Recirculation,"58","Boolean","","","","Recirculation active."
Signal.Cabin.HVAC.Row2.AirDistribution,"62","String","","","","Direction of airstream"
Signal.Cabin.HVAC.Row3,"","branch","","","","Third row HVAC."
Signal.Cabin.HVAC.Row3.FanSpeed,"64","UInt8","","0","20","Fan Speed, 0 = off. 20 = max"
Signal.Cabin.HVAC.Row3.RightTemperature,"66","Int8","celsius","-50","50","Right side Temperature"
Signal.Cabin.HVAC.Row3.LeftTemperature,"65","Int8","celsius","-50","50","Left side Temperature"
Signal.Cabin.HVAC.Row3.Recirculation,"63","Boolean","","","","Recirculation active."
Signal.Cabin.HVAC.Row3.AirDistribution,"67","String","","","","Direction of airstream"
Signal.Cabin.HVAC.Row4,"","branch","","","","Fourth row HVAC."
Signal.Cabin.HVAC.Row4.FanSpeed,"69","UInt8","","0","20","Fan Speed, 0 = off. 20 = max"
Signal.Cabin.HVAC.Row4.RightTemperature,"71","Int8","celsius","-50","50","Right side Temperature"
Signal.Cabin.HVAC.Row4.LeftTemperature,"70","Int8","celsius","-50","50","Left side Temperature"
Signal.Cabin.HVAC.Row4.Recirculation,"68","Boolean","","","","Recirculation active."
Signal.Cabin.HVAC.Row4.AirDistribution,"72","String","","","","Direction of airstream"
Signal.Cabin.HVAC.IsRearDefrosterActice,"75","Boolean","","","","Is rear defroster active."
Signal.Cabin.HVAC.IsRecirculationActive,"73","Boolean","","","","Is recirculation active."
Signal.Cabin.HVAC.IsFrontDefrosterActive,"74","Boolean","","","","Is front defroster active."
Signal.Cabin.HVAC.isAirConditioningActive,"76","Boolean","","","","Is Air conditioning active."
Signal.Cabin.Infotainment,"","branch","","","","Infotainment system"
Signal.Cabin.Infotainment.Media,"","branch","","","","All Media actions"
Signal.Cabin.Infotainment.Media.Action,"","branch","","","","Tells if the media was"
Signal.Cabin.Infotainment.Media.SelectedURI,"82","String","","","","URI of suggested media that was selected"
Signal.Cabin.Infotainment.Media.Volume,"83","UInt8","","0","100","Current Media Volume"
Signal.Cabin.Infotainment.Media.DeclinedURI,"81","String","","","","URI of suggested media that was declined"
Signal.Cabin.Infotainment.Media.Played,"","branch","","","","Collection of signals updated in concert when a new media is played"
Signal.Cabin.Infotainment.Media.Played.Album,"78","String","","","","Name of album being played"
Signal.Cabin.Infotainment.Media.Played.Source,"","branch","","","","Media selected for playback"
Signal.Cabin.Infotainment.Media.Played.Track,"79","String","","","","Name of track being played"
Signal.Cabin.Infotainment.Media.Played.URI,"80","String","","","","User Resource associated with the media"
Signal.Cabin.Infotainment.Media.Played.Artist,"77","String","","","","Name of artist being played"
Signal.Cabin.Infotainment.Navigation,"","branch","","","","All navigation actions"
Signal.Cabin.Infotainment.Navigation.DestinatonSet,"","branch","","","","A navigation has been selected."
Signal.Cabin.Infotainment.Navigation.DestinatonSet.Latitude,"84","Float","","-90","90","Latitude of destination"
Signal.Cabin.Infotainment.Navigation.DestinatonSet.Longitude,"85","Float","","-180","180","Longitude of destination"
Signal.Cabin.Infotainment.Navigation.CurrentLocation,"","branch","","","","The current latitude and longitude of the vehicle."
Signal.Cabin.Infotainment.Navigation.CurrentLocation.Latitude,"86","Float","","-90","90","Current latitude of vehicle, as reported by GPS."
Signal.Cabin.Infotainment.Navigation.CurrentLocation.Speed,"847","UInt16","kph","0","400","Vehicle speed, as sensed by the GPS receiver."
Signal.Cabin.Infotainment.Navigation.CurrentLocation.Heading,"88","UInt16","","0","359","Current magnetic compass heading, in degrees."
Signal.Cabin.Infotainment.Navigation.CurrentLocation.Longitude,"87","Float","","-180","180","Current longitude of vehicle, as reported by GPS."
Signal.Cabin.Sunroof,"","branch","","","","Sun roof status."
Signal.Cabin.Sunroof.Position,"89","Int8","","-100","100","Sunroof position. 0 = Fully closed 100 = Fully opened. -100 = Fully tilted"
Signal.Cabin.Sunroof.Switch,"90","String","","","","Switch controlling sliding action such as window, sunroof, or shade."
Signal.Cabin.Sunroof.Shade,"","branch","","","","Sun roof shade status"
Signal.Cabin.Sunroof.Shade.Position,"92","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed."
Signal.Cabin.Sunroof.Shade.Switch,"91","String","","","","Switch controlling sliding action such as window, sunroof, or blind."
Signal.Cabin.Seat,"","branch","","","","All seats."
Signal.Cabin.Seat.Row1,"","branch","","","","Front seats"
Signal.Cabin.Seat.Row1.Pos4,"","branch","","","","Fourth seat from left, front row"
Signal.Cabin.Seat.Row1.Pos4.HeadRestraint,"","branch","","","","Head restratint settings"
Signal.Cabin.Seat.Row1.Pos4.HeadRestraint.Height,"279","UInt8","mm","0","255","Height of heead restraing. 0 = Bottommost. 255 = Topmost."
Signal.Cabin.Seat.Row1.Pos4.Recline,"272","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline"
Signal.Cabin.Seat.Row1.Pos4.HasPassenger,"268","Boolean","","","","Does the seat have a passenger in it."
Signal.Cabin.Seat.Row1.Pos4.Heating,"270","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat"
Signal.Cabin.Seat.Row1.Pos4.Lumbar,"","branch","","","","Lumbar signals"
Signal.Cabin.Seat.Row1.Pos4.Lumbar.Inflation,"276","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated."
Signal.Cabin.Seat.Row1.Pos4.Lumbar.Height,"277","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost."
Signal.Cabin.Seat.Row1.Pos4.Switch,"","branch","","","","Seat switch signals"
Signal.Cabin.Seat.Row1.Pos4.Switch.HeadRestraint,"","branch","","","","Head restratint switches"
Signal.Cabin.Seat.Row1.Pos4.Switch.HeadRestraint.Down,"287","Boolean","","","","Head restraint down switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.HeadRestraint.Up,"286","Boolean","","","","Head restraint up switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Cooler,"281","Boolean","","","","Cooler switch for Seat heater"
Signal.Cabin.Seat.Row1.Pos4.Switch.Recline,"","branch","","","","Recline switches"
Signal.Cabin.Seat.Row1.Pos4.Switch.Recline.Forward,"291","Boolean","","","","Seatback recline forward switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Recline.Backward,"290","Boolean","","","","Seatback recline backward switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Up,"284","Boolean","","","","Seat up switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Lumbar,"","branch","","","","Lumbar switches"
Signal.Cabin.Seat.Row1.Pos4.Switch.Lumbar.Down,"297","Boolean","","","","Lumbar down switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Lumbar.Inflate,"298","Boolean","","","","Lumbar inflation switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Lumbar.Up,"296","Boolean","","","","Lumbar up switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Lumbar.Deflate,"299","Boolean","","","","Lumbar deflation switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Down,"285","Boolean","","","","Seat down switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Warmer,"280","Boolean","","","","Warmer switch for Seat heater"
Signal.Cabin.Seat.Row1.Pos4.Switch.Cushion,"","branch","","","","Cushion switches"
Signal.Cabin.Seat.Row1.Pos4.Switch.Cushion.Down,"293","Boolean","","","","Seat cushion down switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Cushion.Forward,"294","Boolean","","","","Seat cushion forward/lengthen switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Cushion.Backward,"295","Boolean","","","","Seat cushion backward/shorten switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Cushion.Up,"292","Boolean","","","","Seat cushion up switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Forward,"282","Boolean","","","","Seat forward switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Backward,"283","Boolean","","","","Seat forward switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Massage,"","branch","","","","Massage switches"
Signal.Cabin.Seat.Row1.Pos4.Switch.Massage.Increase,"288","Boolean","","","","Increase massage level switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.Massage.Decrease,"289","Boolean","","","","Decrease massage level switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.SideBolster,"","branch","","","","Side bolster switches"
Signal.Cabin.Seat.Row1.Pos4.Switch.SideBolster.Inflate,"300","Boolean","","","","Lumbar inflation switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Switch.SideBolster.Deflate,"301","Boolean","","","","Lumbar deflation switch engaged"
Signal.Cabin.Seat.Row1.Pos4.Cushion,"","branch","","","","Cushion signals."
Signal.Cabin.Seat.Row1.Pos4.Cushion.Length,"275","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost."
Signal.Cabin.Seat.Row1.Pos4.Cushion.Height,"274","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost."
Signal.Cabin.Seat.Row1.Pos4.IsBelted,"269","Boolean","","","","Is the belt engaged."
Signal.Cabin.Seat.Row1.Pos4.Position,"273","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost"
Signal.Cabin.Seat.Row1.Pos4.SideBolster,"","branch","","","","Side bolster settings"
Signal.Cabin.Seat.Row1.Pos4.SideBolster.Inflation,"278","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated."
Signal.Cabin.Seat.Row1.Pos4.Massage,"271","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage."
Signal.Cabin.Seat.Row1.Pos5,"","branch","","","","Fifth seat from left, front row"
Signal.Cabin.Seat.Row1.Pos5.HeadRestraint,"","branch","","","","Head restratint settings"
Signal.Cabin.Seat.Row1.Pos5.HeadRestraint.Height,"313","UInt8","mm","0","255","Height of heead restraing. 0 = Bottommost. 255 = Topmost."
Signal.Cabin.Seat.Row1.Pos5.Recline,"306","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline"
Signal.Cabin.Seat.Row1.Pos5.HasPassenger,"302","Boolean","","","","Does the seat have a passenger in it."
Signal.Cabin.Seat.Row1.Pos5.Heating,"304","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat"
Signal.Cabin.Seat.Row1.Pos5.Lumbar,"","branch","","","","Lumbar signals"
Signal.Cabin.Seat.Row1.Pos5.Lumbar.Inflation,"310","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated."
Signal.Cabin.Seat.Row1.Pos5.Lumbar.Height,"311","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost."
Signal.Cabin.Seat.Row1.Pos5.Switch,"","branch","","","","Seat switch signals"
