Vehicle.Drivetrain.InternalCombustionEngine.FuelType,"3426","attribute","","","","Type of fuel that the engine runs on.","unknown / gasoline / diesel / E85 / CNG","",""
Vehicle.Drivetrain.InternalCombustionEngine.MaxPower,"3424","attribute","kw","","","Peak power, in kilowatts, that engine can generate.","","",""
Vehicle.Drivetrain.BatteryManagement,"","branch","","","","Battery Management data.","","",""
Vehicle.Drivetrain.BatteryManagement.ChargingInlet,"3450","attribute","","","","Indicates the primary charging inlet type fitted to the vehicle","unknown / Not_Fitted / AC_Type_1 / AC_Type_2 / AC_GBT / AC_DC_Type_1_Combo / AC_DC_Type_2_Combo / DC_GBT / DC_Chademo","",""
Vehicle.Drivetrain.BatteryManagement.BatteryCapacity,"3448","sensor","percent","0","100","Remaining capacity of the batter pack","","",""
Vehicle.Drivetrain.BatteryManagement.BatteryTemperature,"3447","sensor","celsius","","","Temperature of the battery pack","","",""
Vehicle.Drivetrain.BatteryManagement.LowBatteryLevel,"3449","sensor","","","","Indicates that the battery level is low","","",""
Vehicle.Media,"","branch","","","","Media service data.","","",""
Vehicle.Media.Items,"","rbranch","","","","The media item object ...","","",""
Vehicle.Media.Collections,"","rbranch","","","","The media collections can also be understood as media queues of the renderer. Media collections can only contain playable media like tracks, videos or pictures.","","",""
Vehicle.RoofLoad,"1212","attribute","kg","","","The permitted total weight of cargo and installations (e.g. a roof rack) on top of the vehicle.","","",""
Vehicle.IgnitionOffTime,"1197","sensor","s","","","Accumulated ignition off time in seconds.","","",""
Vehicle.Cabin,"","branch","","","","All in-cabin components, including doors.","","",""
Vehicle.Cabin.Door,"","branch","","","","All doors, including windows and switches","","",""
Vehicle.Cabin.Door.Count,"3572","attribute","","","","Number of doors in vehicle","","",""
Vehicle.Cabin.Door.Row1,"","branch","","","","Front doors","","",""
Vehicle.Cabin.Door.Row1.Right,"","branch","","","","Right front door","","",""
Vehicle.Cabin.Door.Row1.Right.IsChildLockActive,"3584","sensor","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row1.Right.IsLocked,"3581","actuator","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row1.Right.Shade,"","branch","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row1.Right.Shade.Position,"3586","actuator","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row1.Right.Shade.Switch,"3585","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row1.Right.Window,"","branch","","","","Door window status","","",""
Vehicle.Cabin.Door.Row1.Right.Window.Position,"3582","sensor","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row1.Right.Window.Switch,"3583","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row1.Right.IsOpen,"3580","actuator","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row1.Left,"","branch","","","","Left front door","","",""
Vehicle.Cabin.Door.Row1.Left.IsChildLockActive,"3577","sensor","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row1.Left.IsLocked,"3574","actuator","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row1.Left.Shade,"","branch","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row1.Left.Shade.Position,"3579","actuator","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row1.Left.Shade.Switch,"3578","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row1.Left.Window,"","branch","","","","Door window status","","",""
Vehicle.Cabin.Door.Row1.Left.Window.Position,"3575","sensor","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row1.Left.Window.Switch,"3576","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row1.Left.IsOpen,"3573","actuator","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row2,"","branch","","","","Second row doors","","",""
Vehicle.Cabin.Door.Row2.Right,"","branch","","","","Right second row door","","",""
Vehicle.Cabin.Door.Row2.Right.IsChildLockActive,"3598","sensor","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row2.Right.IsLocked,"3595","actuator","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row2.Right.Shade,"","branch","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row2.Right.Shade.Position,"3600","actuator","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row2.Right.Shade.Switch,"3599","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row2.Right.Window,"","branch","","","","Door window status","","",""
Vehicle.Cabin.Door.Row2.Right.Window.Position,"3596","sensor","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row2.Right.Window.Switch,"3597","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row2.Right.IsOpen,"3594","actuator","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row2.Left,"","branch","","","","Left second row door","","",""
Vehicle.Cabin.Door.Row2.Left.IsChildLockActive,"3591","sensor","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row2.Left.IsLocked,"3588","actuator","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row2.Left.Shade,"","branch","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row2.Left.Shade.Position,"3593","actuator","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row2.Left.Shade.Switch,"3592","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row2.Left.Window,"","branch","","","","Door window status","","",""
Vehicle.Cabin.Door.Row2.Left.Window.Position,"3589","sensor","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row2.Left.Window.Switch,"3590","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row2.Left.IsOpen,"3587","actuator","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row3,"","branch","","","","Third row doors","","",""
Vehicle.Cabin.Door.Row3.Right,"","branch","","","","Right third row door","","",""
Vehicle.Cabin.Door.Row3.Right.IsChildLockActive,"3612","sensor","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row3.Right.IsLocked,"3609","actuator","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row3.Right.Shade,"","branch","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row3.Right.Shade.Position,"3614","actuator","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row3.Right.Shade.Switch,"3613","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row3.Right.Window,"","branch","","","","Door window status","","",""
Vehicle.Cabin.Door.Row3.Right.Window.Position,"3610","sensor","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row3.Right.Window.Switch,"3611","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row3.Right.IsOpen,"3608","actuator","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row3.Left,"","branch","","","","Left third row door","","",""
Vehicle.Cabin.Door.Row3.Left.IsChildLockActive,"3605","sensor","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row3.Left.IsLocked,"3602","actuator","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row3.Left.Shade,"","branch","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row3.Left.Shade.Position,"3607","actuator","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row3.Left.Shade.Switch,"3606","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row3.Left.Window,"","branch","","","","Door window status","","",""
Vehicle.Cabin.Door.Row3.Left.Window.Position,"3603","sensor","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row3.Left.Window.Switch,"3604","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row3.Left.IsOpen,"3601","actuator","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row4,"","branch","","","","Fourth row doors","","",""
Vehicle.Cabin.Door.Row4.Right,"","branch","","","","Right fourth row door","","",""
Vehicle.Cabin.Door.Row4.Right.IsChildLockActive,"3626","sensor","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row4.Right.IsLocked,"3623","actuator","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row4.Right.Shade,"","branch","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row4.Right.Shade.Position,"3628","actuator","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row4.Right.Shade.Switch,"3627","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row4.Right.Window,"","branch","","","","Door window status","","",""
Vehicle.Cabin.Door.Row4.Right.Window.Position,"3624","sensor","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row4.Right.Window.Switch,"3625","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row4.Right.IsOpen,"3622","actuator","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row4.Left,"","branch","","","","Left fourth row door","","",""
Vehicle.Cabin.Door.Row4.Left.IsChildLockActive,"3619","sensor","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row4.Left.IsLocked,"3616","actuator","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row4.Left.Shade,"","branch","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row4.Left.Shade.Position,"3621","actuator","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row4.Left.Shade.Switch,"3620","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row4.Left.Window,"","branch","","","","Door window status","","",""
Vehicle.Cabin.Door.Row4.Left.Window.Position,"3617","sensor","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row4.Left.Window.Switch,"3618","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row4.Left.IsOpen,"3615","actuator","","","","Is door open or closed","","",""
Vehicle.Cabin.HVAC,"","branch","","","","Climate control","","",""
Vehicle.Cabin.HVAC.Row1,"","branch","","","","Frontmost row HVAC.","","",""
Vehicle.Cabin.HVAC.Row1.Right,"","branch","","","","Frontmost row right HVAC.","","",""
Vehicle.Cabin.HVAC.Row1.Right.FanSpeed,"3499","actuator","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row1.Right.Temperature,"3500","actuator","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row1.Right.AirDistribution,"3501","actuator","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.Row1.Left,"","branch","","","","Frontmost row left HVAC.","","",""
Vehicle.Cabin.HVAC.Row1.Left.FanSpeed,"3496","actuator","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row1.Left.Temperature,"3497","actuator","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row1.Left.AirDistribution,"3498","actuator","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.Row2,"","branch","","","","Second row HVAC.","","",""
Vehicle.Cabin.HVAC.Row2.Right,"","branch","","","","Second row right HVAC.","","",""
Vehicle.Cabin.HVAC.Row2.Right.FanSpeed,"3505","actuator","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row2.Right.Temperature,"3506","actuator","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row2.Right.AirDistribution,"3507","actuator","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.Row2.Left,"","branch","","","","Second row left HVAC.","","",""
Vehicle.Cabin.HVAC.Row2.Left.FanSpeed,"3502","actuator","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row2.Left.Temperature,"3503","actuator","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row2.Left.AirDistribution,"3504","actuator","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.Row3,"","branch","","","","Third row HVAC.","","",""
Vehicle.Cabin.HVAC.Row3.Right,"","branch","","","","Third row right HVAC.","","",""
Vehicle.Cabin.HVAC.Row3.Right.FanSpeed,"3511","actuator","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row3.Right.Temperature,"3512","actuator","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row3.Right.AirDistribution,"3513","actuator","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.Row3.Left,"","branch","","","","Third row left HVAC.","","",""
Vehicle.Cabin.HVAC.Row3.Left.FanSpeed,"3508","actuator","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row3.Left.Temperature,"3509","actuator","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row3.Left.AirDistribution,"3510","actuator","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.Row4,"","branch","","","","Fourth row HVAC.","","",""
Vehicle.Cabin.HVAC.Row4.Right,"","branch","","","","Fourth row right HVAC.","","",""
Vehicle.Cabin.HVAC.Row4.Right.FanSpeed,"3517","actuator","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row4.Right.Temperature,"3518","actuator","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row4.Right.AirDistribution,"3519","actuator","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.Row4.Left,"","branch","","","","Fourth row left HVAC.","","",""
Vehicle.Cabin.HVAC.Row4.Left.FanSpeed,"3514","actuator","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row4.Left.Temperature,"3515","actuator","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row4.Left.AirDistribution,"3516","actuator","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.AmbientAirTemperature,"3524","sensor","celsius","","","Ambient air temperature","","",""
Vehicle.Cabin.HVAC.IsRearDefrosterActive,"3522","actuator","","","","Is rear defroster active.","","",""
Vehicle.Cabin.HVAC.IsRecirculationActive,"3520","actuator","","","","Is recirculation active.","","",""
Vehicle.Cabin.HVAC.IsFrontDefrosterActive,"3521","actuator","","","","Is front defroster active.","","",""
Vehicle.Cabin.HVAC.IsAirConditioningActive,"3523","actuator","","","","Is Air conditioning active.","","",""
Vehicle.Cabin.Infotainment,"","branch","","","","Infotainment system","","",""
Vehicle.Cabin.Infotainment.Media,"","branch","","","","All Media actions","","",""
Vehicle.Cabin.Infotainment.Media.Action,"3525","actuator","","","","Tells if the media was","unknown / Stop / Play / FastForward / FastBackward / SkipForward / SkipBackward","",""
Vehicle.Cabin.Infotainment.Media.SelectedURI,"3532","actuator","","","","URI of suggested media that was selected","","",""
Vehicle.Cabin.Infotainment.Media.Volume,"3533","actuator","","0","100","Current Media Volume","","",""
Vehicle.Cabin.Infotainment.Media.DeclinedURI,"3531","sensor","","","","URI of suggested media that was declined","","",""
Vehicle.Cabin.Infotainment.Media.Played,"","branch","","","","Collection of signals updated in concert when a new media is played","","",""
Vehicle.Cabin.Infotainment.Media.Played.Album,"3528","sensor","","","","Name of album being played","","",""
Vehicle.Cabin.Infotainment.Media.Played.Source,"3526","actuator","","","","Media selected for playback","unknown / SiriusXM / AM / FM / DAB / TV / CD / DVD / AUX / USB / Disk / Bluetooth / Internet / Voice / Beep","",""
Vehicle.Cabin.Infotainment.Media.Played.Track,"3529","sensor","","","","Name of track being played","","",""
Vehicle.Cabin.Infotainment.Media.Played.URI,"3530","sensor","","","","User Resource associated with the media","","",""
Vehicle.Cabin.Infotainment.Media.Played.Artist,"3527","sensor","","","","Name of artist being played","","",""
Vehicle.Cabin.Infotainment.Navigation,"","branch","","","","All navigation actions","","",""
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation,"","branch","","","","The current latitude and longitude of the vehicle.","","",""
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Altitude,"3540","sensor","m","","","Current elevation of the position in meters.","","",""
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Longitude,"3537","sensor","degrees","-180","180","Current longitude of vehicle, as reported by GPS.","","",""
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Latitude,"3536","sensor","degrees","-90","90","Current latitude of vehicle, as reported by GPS.","","",""
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Speed,"3541","sensor","km/h","0","250","Vehicle speed, as sensed by the GPS receiver.","","",""
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Heading,"3538","sensor","degrees","0","360","Current magnetic compass heading, in degrees.","","",""
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Accuracy,"3539","sensor","m","","","Accuracy level of the latitude and longitude coordinates in meters.","","",""
Vehicle.Cabin.Infotainment.Navigation.DestinationSet,"","branch","","","","A navigation has been selected.","","",""
Vehicle.Cabin.Infotainment.Navigation.DestinationSet.Latitude,"3534","actuator","degrees","-90","90","Latitude of destination","","",""
Vehicle.Cabin.Infotainment.Navigation.DestinationSet.Longitude,"3535","actuator","degrees","-180","180","Longitude of destination","","",""
Vehicle.Cabin.Infotainment.HMI,"","branch","","","","HMI related signals","","",""
Vehicle.Cabin.Infotainment.HMI.FuelEconomyUnits,"3546","actuator","","","","Fuel economy unit used in the current HMI","mpg_UK / mpg_US / mpl / km/l / l/100km","",""
Vehicle.Cabin.Infotainment.HMI.CurrentLanguage,"3542","sensor","","","","ISO 639-1 standard language code for the current HMI","","",""
Vehicle.Cabin.Infotainment.HMI.EVEconomyUnits,"3547","actuator","","","","EV fuel economy unit used in the current HMI","mi/kWh / km/kWh / kWh/100mi / kWh/100km / Wh/mi / Wh/km","",""
Vehicle.Cabin.Infotainment.HMI.DateFormat,"3543","actuator","","","","Date format used in the current HMI","YYYY MM DD / DD MM YYYY / MM DD YYYY / YY MM DD / DD MM YY / MM DD YY","",""
Vehicle.Cabin.Infotainment.HMI.TemperatureUnit,"3548","actuator","","","","Temperature unit used in the current HMI","C / F","",""
Vehicle.Cabin.Infotainment.HMI.DistanceUnit,"3545","actuator","","","","Distance unit used in the current HMI","mi / km","",""
Vehicle.Cabin.Infotainment.HMI.TimeFormat,"3544","actuator","","","","Time format used in the current HMI","12HR / 24HR","",""
Vehicle.Cabin.Infotainment.HMI.DayNightMode,"3549","actuator","","","","Current display theme","Day / Night","",""
Vehicle.Cabin.Sunroof,"","branch","","","","Sun roof status.","","",""
Vehicle.Cabin.Sunroof.Position,"3550","sensor","","-100","100","Sunroof position. 0 = Fully closed 100 = Fully opened. -100 = Fully tilted","","",""
Vehicle.Cabin.Sunroof.Switch,"3551","actuator","","","","Switch controlling sliding action such as window, sunroof, or shade.","Inactive / Close / Open / OneShotClose / OneShotOpen / TiltUp / TiltDown","",""
Vehicle.Cabin.Sunroof.Shade,"","branch","","","","Sun roof shade status","","",""
Vehicle.Cabin.Sunroof.Shade.Position,"3553","actuator","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Sunroof.Shade.Switch,"3552","actuator","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Seat,"","branch","","","","All seats.","","",""
Vehicle.Cabin.Seat.Row1,"","branch","","","","Front seats","","",""
Vehicle.Cabin.Seat.Row1.Pos4,"","branch","","","","Fourth seat from left, front row","","",""
Vehicle.Cabin.Seat.Row1.Pos4.HeadRestraint,"","branch","","","","Head restraint settings","","",""
Vehicle.Cabin.Seat.Row1.Pos4.HeadRestraint.Height,"3752","sensor","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.","","",""
