Body.Lights.IsRightIndicatorOn,"1281","actuator","","","","Is right indicator flashing","","",""
Body.Lights.IsBackupOn,"1274","actuator","","","","Is backup (reverse) light on","","",""
Body.Lights.IsParkingOn,"1275","actuator","","","","Is parking light on","","",""
Body.Lights.IsRearFogOn,"1277","actuator","","","","Is rear fog light on","","",""
Body.Lights.IsHazardOn,"1279","actuator","","","","Are hazards on","","",""
Body.Lights.IsRunningOn,"1273","actuator","","","","Are running lights on","","",""
Body.Hood,"","branch","","","","Hood status","","",""
Body.Hood.IsOpen,"1258","actuator","","","","hood open or closed. True = Open. False = Closed","","",""
Body.Trunk,"","branch","","","","Trunk status","","",""
Body.Trunk.IsLocked,"1260","actuator","","","","Is trunk locked or unlocked. True = Locked. False = Unlocked.","","",""
Body.Trunk.IsOpen,"1259","actuator","","","","Trunk open or closed. True = Open. False = Closed","","",""
Body.Windshield,"","branch","","","","Windshield signals","","",""
Body.Windshield.Front,"","branch","","","","Front windshield signals","","",""
Body.Windshield.Front.Wiping,"","branch","","","","Front windshield wiper signals","","",""
Body.Windshield.Front.Wiping.Status,"1263","actuator","","","","Front wiper status","off / slow / medium / fast / interval / rainsensor","",""
Body.Windshield.Front.Heating,"","branch","","","","Front windshield heater signals","","",""
Body.Windshield.Front.Heating.Status,"1264","actuator","","","","Front windshield heater status. 0 - off, 1 - on","","",""
Body.Windshield.Front.WasherFluid,"","branch","","","","Front windshield washer fluid signals","","",""
Body.Windshield.Front.WasherFluid.LevelLow,"1265","sensor","","","","Low level indication for washer fluid. True = Level Low. False = Level OK.","","",""
Body.Windshield.Front.WasherFluid.Level,"1266","sensor","percent","","","Washer fluid level as a percent. 0 = Empty. 100 = Full.","","",""
Body.Windshield.Rear,"","branch","","","","Rear windshield signals","","",""
Body.Windshield.Rear.Wiping,"","branch","","","","Rear windshield wiper signals","","",""
Body.Windshield.Rear.Wiping.Status,"1267","actuator","","","","Rear wiper status","off / slow / medium / fast / interval / rainsensor","",""
Body.Windshield.Rear.Heating,"","branch","","","","Rear windshield heater signals","","",""
Body.Windshield.Rear.Heating.Status,"1268","actuator","","","","Rear windshield heater status. 0 - off, 1 - on","","",""
Body.Windshield.Rear.WasherFluid,"","branch","","","","Rear windshield washer fluid signals","","",""
Body.Windshield.Rear.WasherFluid.LevelLow,"1269","sensor","","","","Low level indication for washer fluid. True = Level Low. False = Level OK.","","",""
Body.Windshield.Rear.WasherFluid.Level,"1270","sensor","percent","","","Washer fluid level as a percent. 0 = Empty. 100 = Full.","","",""
Body.Raindetection,"","branch","","","","Rainsensor signals","","",""
Body.Raindetection.Intensity,"1262","sensor","percent","","","Rain intensity. 0 = Dry, No Rain. 100 = Covered.","","",""
Drivetrain,"","branch","","","","Drivetrain data for internal combustion engines, transmissions, electric motors, etc.","","",""
Drivetrain.FuelCell,"","branch","","","","Fuel Cell data.","","",""
Drivetrain.FuelSystem,"","branch","","","","Fuel system data.","","",""
Drivetrain.FuelSystem.HybridType,"1246","attribute","","","","Defines the hybrid type of the vehicle","unknown / not_applicable / stop_start / belt_ISG / CIMG / PHEV","",""
Drivetrain.FuelSystem.TankCapacity,"1247","attribute","l","","","Capacity of the fuel tank in liters","","",""
Drivetrain.FuelSystem.ConsumptionSinceStart,"1252","sensor","l","","","Fuel amount consumed since start in liters.","","",""
Drivetrain.FuelSystem.EngineStopStartEnabled,"1254","sensor","","","","Indicates whether eco start stop is currently enabled","","",""
Drivetrain.FuelSystem.Level,"1248","sensor","percent","0","100","Level in fuel tank as percent of capacity. 0 = empty. 100 = full.","","",""
Drivetrain.FuelSystem.InstantConsumption,"1250","sensor","l/100km","0","","Current consumption in liters per 100 km.","","",""
Drivetrain.FuelSystem.TimeSinceStart,"1253","sensor","s","","","Time elapsed since start in seconds.","","",""
Drivetrain.FuelSystem.LowFuelLevel,"1255","sensor","","","","Indicates that the fuel level is low (e.g. <50km range)","","",""
Drivetrain.FuelSystem.Range,"1249","sensor","m","","","Range in meters.","","",""
Drivetrain.FuelSystem.AverageConsumption,"1251","sensor","l/100km","0","","Average consumption in liters per 100 km.","","",""
Drivetrain.FuelSystem.FuelType,"1245","attribute","","","","Defines the fuel type of the vehicle","unknown / gasoline / diesel / electric / hybrid / E85 / CNG / LPG","",""
Drivetrain.Transmission,"","branch","","","","Transmission-specific data, stopping at the drive shafts.","","",""
Drivetrain.Transmission.TravelledDistance,"1235","sensor","km","","","Odometer reading","","",""
Drivetrain.Transmission.Gear,"1236","actuator","","-1","16","Current gear. 0=Neutral. -1=Reverse","","",""
Drivetrain.Transmission.Speed,"1234","sensor","km/h","-250","250","Vehicle speed, as sensed by the gearbox.","","",""
Drivetrain.Transmission.GearCount,"1232","attribute","","","","Number of forward gears in the transmission. -1 = CVT.","","",""
Drivetrain.Transmission.PerformanceMode,"1237","actuator","","","","Current gearbox performance mode.","normal / sport / economy / snow / rain","",""
Drivetrain.Transmission.ClutchWear,"1240","sensor","percent","","","Clutch wear as a percent. 0 = no wear. 100 = worn.","","",""
Drivetrain.Transmission.DriveType,"1233","attribute","","","","Drive type.","unknown / forward wheel drive / rear wheel drive / all wheel drive","",""
Drivetrain.Transmission.Type,"1231","attribute","","","","Transmission type.","unknown / sequential / H / automatic / DSG / CVT","",""
Drivetrain.Transmission.GearChangeMode,"1238","actuator","","","","Is the gearbox in automatic or manual (paddle) mode.","manual / automatic","",""
Drivetrain.Transmission.Temperature,"1239","sensor","celsius","-50","200","The current gearbox temperature","","",""
Drivetrain.ElectricMotor,"","branch","","","","Electric Motor specific data.","","",""
Drivetrain.InternalCombustionEngine,"","branch","","","","Engine-specific data, stopping at the bell housing.","","",""
Drivetrain.InternalCombustionEngine.Engine,"","branch","","","","Engine signals","","",""
Drivetrain.InternalCombustionEngine.Engine.EOP,"1227","sensor","kpa","0","1000","Engine oil pressure.","","",""
Drivetrain.InternalCombustionEngine.Engine.MAP,"1224","sensor","kpa","0","1000","Manifold air pressure possibly boosted using forced induction.","","",""
Drivetrain.InternalCombustionEngine.Engine.Power,"1228","sensor","kW","0","2000","Current engine power output.","","",""
Drivetrain.InternalCombustionEngine.Engine.EOT,"1223","sensor","celsius","-50","300","Engine oil temperature.","","",""
Drivetrain.InternalCombustionEngine.Engine.Torque,"1229","sensor","N.m","0","3000","Current engine torque.","","",""
Drivetrain.InternalCombustionEngine.Engine.AmbientAirTemperature,"1230","sensor","celsius","","","Ambient (Outside) air temperature","","",""
Drivetrain.InternalCombustionEngine.Engine.ECT,"1222","sensor","celsius","-50","200","Engine coolant temperature.","","",""
Drivetrain.InternalCombustionEngine.Engine.TPS,"1226","sensor","percent","0","100","Current throttle position.","","",""
Drivetrain.InternalCombustionEngine.Engine.MAF,"1225","sensor","g/s","0","3000","Grams of air drawn into engine per second.","","",""
Drivetrain.InternalCombustionEngine.Engine.Speed,"1221","sensor","rpm","0","20000","Engine speed measured as rotations per minute.","","",""
Drivetrain.InternalCombustionEngine.MaxTorque,"1219","attribute","N.m","","","Peak power, in newton meter, that the engine can generate.","","",""
Drivetrain.InternalCombustionEngine.Displacement,"1216","attribute","cm3","","","Displacement in cubic centimetres.","","",""
Drivetrain.InternalCombustionEngine.Configuration,"1217","attribute","","","","Engine configuration.","unknown / straight / V / boxer / W / rotary / radial / square / H / U / opposed / X","",""
Drivetrain.InternalCombustionEngine.FuelType,"1220","attribute","","","","Type of fuel that the engine runs on.","unknown / gasoline / diesel / E85 / CNG","",""
Drivetrain.InternalCombustionEngine.MaxPower,"1218","attribute","kw","","","Peak power, in kilowatts, that engine can generate.","","",""
Drivetrain.BatteryManagement,"","branch","","","","Battery Management data.","","",""
Drivetrain.BatteryManagement.ChargingInlet,"1244","attribute","","","","Indicates the primary charging inlet type fitted to the vehicle","unknown / Not_Fitted / AC_Type_1 / AC_Type_2 / AC_GBT / AC_DC_Type_1_Combo / AC_DC_Type_2_Combo / DC_GBT / DC_Chademo","",""
Drivetrain.BatteryManagement.BatteryCapacity,"1242","sensor","percent","0","100","Remaining capacity of the batter pack","","",""
Drivetrain.BatteryManagement.BatteryTemperature,"1241","sensor","celsius","","","Temperature of the battery pack","","",""
Drivetrain.BatteryManagement.LowBatteryLevel,"1243","sensor","","","","Indicates that the battery level is low","","",""
Media,"","branch","","","","Media service data.","","",""
Media.Items,"","rbranch","","","","The media item object ...","","",""
Media.Collections,"","rbranch","","","","The media collections can also be understood as media queues of the renderer. Media collections can only contain playable media like tracks, videos or pictures.","","",""
OBD,"","branch","","","","OBD data.","","",""
OBD.TimingAdvance,"2222","sensor","degrees","","","PID 0E - Time advance","","",""
OBD.DistanceSinceDTCClear,"2262","sensor","km","","","PID 31 - Distance traveled since codes cleared","","",""
OBD.IntakeTemp,"2223","sensor","celsius","","","PID 0F - Intake temperature","","",""
OBD.LongTermO2Trim1,"2292","sensor","percent","","","PID 56 - Long term secondary O2 trim - Bank 1","","",""
OBD.WarmupsSinceDTCClear,"2261","sensor","","","","PID 30 - Number of warm-ups since codes cleared","","",""
OBD.O2WR,"","branch","","","","Wide range/band oxygen sensors","","",""
OBD.O2WR.Sensor8,"","branch","","","","Wide range/band oxygen senor 8","","",""
OBD.O2WR.Sensor8.Current,"2256","sensor","A","","","PID 3B - Lambda current for wide range/band oxygen sensor 8","","",""
OBD.O2WR.Sensor8.Voltage,"2255","sensor","V","","","PID 2B - Lambda voltage for wide range/band oxygen sensor 8","","",""
OBD.O2WR.Sensor1,"","branch","","","","Wide range/band oxygen senor 1","","",""
OBD.O2WR.Sensor1.Current,"2242","sensor","A","","","PID 34 - Lambda current for wide range/band oxygen sensor 1","","",""
OBD.O2WR.Sensor1.Voltage,"2241","sensor","V","","","PID 24 - Lambda voltage for wide range/band oxygen sensor 1","","",""
OBD.O2WR.Sensor3,"","branch","","","","Wide range/band oxygen senor 3","","",""
OBD.O2WR.Sensor3.Current,"2246","sensor","A","","","PID 36 - Lambda current for wide range/band oxygen sensor 4","","",""
OBD.O2WR.Sensor3.Voltage,"2245","sensor","V","","","PID 26 - Lambda voltage for wide range/band oxygen sensor 3","","",""
OBD.O2WR.Sensor2,"","branch","","","","Wide range/band oxygen senor 2","","",""
OBD.O2WR.Sensor2.Current,"2244","sensor","A","","","PID 35 - Lambda current for wide range/band oxygen sensor 2","","",""
OBD.O2WR.Sensor2.Voltage,"2243","sensor","V","","","PID 25 - Lambda voltage for wide range/band oxygen sensor 2","","",""
OBD.O2WR.Sensor5,"","branch","","","","Wide range/band oxygen senor 5","","",""
OBD.O2WR.Sensor5.Current,"2250","sensor","A","","","PID 38 - Lambda current for wide range/band oxygen sensor 5","","",""
OBD.O2WR.Sensor5.Voltage,"2249","sensor","V","","","PID 28 - Lambda voltage for wide range/band oxygen sensor 5","","",""
OBD.O2WR.Sensor4,"","branch","","","","Wide range/band oxygen senor 4","","",""
OBD.O2WR.Sensor4.Current,"2248","sensor","A","","","PID 37 - Lambda current for wide range/band oxygen sensor 4","","",""
OBD.O2WR.Sensor4.Voltage,"2247","sensor","V","","","PID 27 - Lambda voltage for wide range/band oxygen sensor 4","","",""
OBD.O2WR.Sensor7,"","branch","","","","Wide range/band oxygen senor 7","","",""
OBD.O2WR.Sensor7.Current,"2254","sensor","A","","","PID 3A - Lambda current for wide range/band oxygen sensor 7","","",""
OBD.O2WR.Sensor7.Voltage,"2253","sensor","V","","","PID 2A - Lambda voltage for wide range/band oxygen sensor 7","","",""
OBD.O2WR.Sensor6,"","branch","","","","Wide range/band oxygen senor 6","","",""
OBD.O2WR.Sensor6.Current,"2252","sensor","A","","","PID 39 - Lambda current for wide range/band oxygen sensor 6","","",""
OBD.O2WR.Sensor6.Voltage,"2251","sensor","V","","","PID 29 - Lambda voltage for wide range/band oxygen sensor 6","","",""
OBD.ControlModuleVoltage,"2273","sensor","V","","","PID 42 - Control module voltage","","",""
OBD.AcceleratorPositionE,"2281","sensor","percent","","","PID 4A - Accelerator pedal position E","","",""
OBD.FuelStatus,"2211","sensor","","","","PID 03 - Fuel status","","",""
OBD.FuelPressure,"2218","sensor","kpa","0","","PID 0A - Fuel pressure","","",""
OBD.EVAPVaporPressureAlternate,"2290","sensor","pa","","","PID 54 - Alternate evaporative purge (EVAP) system pressure","","",""
OBD.TimeSinceDTCCleared,"2285","sensor","min","","","PID 4E - Time since trouble codes cleared","","",""
OBD.ShortTermFuelTrim2,"2216","sensor","percent","-100","100","PID 08 - Short Term (immediate) Fuel Trim - Bank 2 - negative percent leaner, positive percent richer","","",""
OBD.O2Alt,"","branch","","","","PID 1D - Presence of alternate oxygen sensors for the banks","","",""
OBD.O2Alt.Bank2,"","branch","","","","Alternate oxygen sensors on bank 2, at most 4 sensors per bank","","",""
OBD.O2Alt.Bank2.Sensor1,"","branch","","","","Alternate oxygen sensor","","",""
OBD.O2Alt.Bank2.Sensor3,"","branch","","","","Alternate oxygen sensor","","",""
OBD.O2Alt.Bank2.Sensor2,"","branch","","","","Alternate oxygen sensor","","",""
OBD.O2Alt.Bank2.Sensor4,"","branch","","","","Alternate oxygen sensor","","",""
OBD.O2Alt.Bank1,"","branch","","","","Alternate oxygen sensors on bank 1, at most 4 sensors per bank","","",""
OBD.O2Alt.Bank1.Sensor1,"","branch","","","","Alternate oxygen sensor","","",""
OBD.O2Alt.Bank1.Sensor3,"","branch","","","","Alternate oxygen sensor","","",""
OBD.O2Alt.Bank1.Sensor2,"","branch","","","","Alternate oxygen sensor","","",""
OBD.O2Alt.Bank1.Sensor4,"","branch","","","","Alternate oxygen sensor","","",""
OBD.AuxInputStatus,"2235","sensor","","","","PID 1E - Auxiliary input status (power take off)","","",""
OBD.ShortTermFuelTrim1,"2214","sensor","percent","-100","100","PID 06 - Short Term (immediate) Fuel Trim - Bank 1 - negative percent leaner, positive percent richer","","",""
OBD.FuelRailPressureDirect,"2240","sensor","kpa","","","PID 23 - Fuel rail pressure direct inject","","",""
OBD.O2,"","branch","","","","PID 13 - Presence of oxygen sensors for the banks","","",""
OBD.O2.Bank2,"","branch","","","","Oxygen sensors on bank 2, at most 4 sensors per bank","","",""
OBD.O2.Bank2.Sensor1,"","branch","","","","Oxygen sensor","","",""
OBD.O2.Bank2.Sensor1.Voltage,"2231","sensor","V","","","PID 18 - Sensor voltage","","",""
OBD.O2.Bank2.Sensor3,"","branch","","","","Oxygen sensor","","",""
OBD.O2.Bank2.Sensor3.Voltage,"2233","sensor","V","","","PID 1A - Sensor voltage","","",""
OBD.O2.Bank2.Sensor2,"","branch","","","","Oxygen sensor","","",""
OBD.O2.Bank2.Sensor2.Voltage,"2232","sensor","V","","","PID 19 - Sensor voltage","","",""
OBD.O2.Bank2.Sensor4,"","branch","","","","Oxygen sensor","","",""
OBD.O2.Bank2.Sensor4.Voltage,"2234","sensor","V","","","PID 1B - Sensor voltage","","",""
OBD.O2.Bank1,"","branch","","","","Oxygen sensors on bank 1, at most 4 sensors per bank","","",""
OBD.O2.Bank1.Sensor1,"","branch","","","","Oxygen sensor","","",""
OBD.O2.Bank1.Sensor1.Voltage,"2227","sensor","V","","","PID 14 - Sensor voltage","","",""
OBD.O2.Bank1.Sensor3,"","branch","","","","Oxygen sensor","","",""
OBD.O2.Bank1.Sensor3.Voltage,"2229","sensor","V","","","PID 16 - Sensor voltage","","",""
OBD.O2.Bank1.Sensor2,"","branch","","","","Oxygen sensor","","",""
OBD.O2.Bank1.Sensor2.Voltage,"2228","sensor","V","","","PID 15 - Sensor voltage","","",""
OBD.O2.Bank1.Sensor4,"","branch","","","","Oxygen sensor","","",""
OBD.O2.Bank1.Sensor4.Voltage,"2230","sensor","V","","","PID 17 - Sensor voltage","","",""
OBD.Status,"","branch","","","","PID 01 - OBD status","","",""
OBD.Status.DTCCount,"2208","sensor","","","","Number of sensor Trouble Codes (DTC)","","",""
OBD.Status.IgnitionType,"2209","sensor","","","","Type of the ignition for ICE - spark = spark plug ignition, compression = self-igniting (Diesel engines)","spark / compression","",""
OBD.Status.MIL,"2207","sensor","","","","Malfunction Indicator Light (MIL) False = Off, True = On","","",""
OBD.AirStatus,"2226","sensor","","","","PID 12 - Secondary air status","","",""
OBD.EVAPVaporPressure,"2263","sensor","pa","","","PID 32 - Evaporative purge (EVAP) system pressure","","",""
OBD.FuelInjectionTiming,"2299","sensor","degrees","","","PID 5D - Fuel injection timing","","",""
OBD.FuelRate,"2300","sensor","l/h","","","PID 5E - Engine fuel rate","","",""
OBD.LongTermFuelTrim1,"2215","sensor","percent","-100","100","PID 07 - Long Term (learned) Fuel Trim - Bank 1 - negative percent leaner, positive percent richer","","",""
OBD.AcceleratorPositionF,"2282","sensor","percent","","","PID 4B - Accelerator pedal position F","","",""
OBD.EthanolPercent,"2288","sensor","percent","","","PID 52 - Percentage of ethanol in the fuel","","",""
OBD.LongTermFuelTrim2,"2217","sensor","percent","-100","100","PID 09 - Long Term (learned) Fuel Trim - Bank 2 - negative percent leaner, positive percent richer","","",""
OBD.MaxMAF,"2286","sensor","g/s","","","PID 50 - Maximum flow for mass air flow sensor","","",""
OBD.CoolantTemperature,"2213","sensor","celsius","","","PID 05 - Coolant temperature","","",""
OBD.CommandedEVAP,"2259","sensor","percent","","","PID 2E - Commanded evaporative purge (EVAP) valve","","",""
OBD.Catalyst,"","branch","","","","Catalyst signals","","",""
OBD.Catalyst.Bank2,"","branch","","","","Catalyst bank 2 signals","","",""
OBD.Catalyst.Bank2.Temperature2,"2268","sensor","celsius","","","PID 3F - Catalyst temperature from bank 2, sensor 2","","",""
OBD.Catalyst.Bank2.Temperature1,"2267","sensor","celsius","","","PID 3D - Catalyst temperature from bank 2, sensor 1","","",""
OBD.Catalyst.Bank1,"","branch","","","","Catalyst bank 1 signals","","",""
OBD.Catalyst.Bank1.Temperature2,"2266","sensor","celsius","","","PID 3E - Catalyst temperature from bank 1, sensor 2","","",""
OBD.Catalyst.Bank1.Temperature1,"2265","sensor","celsius","","","PID 3C - Catalyst temperature from bank 1, sensor 1","","",""
OBD.AcceleratorPositionD,"2280","sensor","percent","","","PID 49 - Accelerator pedal position D","","",""
OBD.PidsC,"2269","sensor","","","","PID 40 - Bit array of the supported pids 41 to 60","","",""
OBD.PidsB,"2237","sensor","","","","PID 20 - Bit array of the supported pids 21 to 40","","",""
OBD.PidsA,"2206","sensor","","","","PID 00 - Bit array of the supported pids 01 to 20","","",""
OBD.AbsoluteLoad,"2274","sensor","percent","","","PID 43 - Absolute load value","","",""
OBD.EGRError,"2258","sensor","percent","","","PID 2D - Exhaust gas recirculation (EGR) error","","",""
OBD.RunTimeMIL,"2284","sensor","min","","","PID 4D - Run time with MIL on","","",""
OBD.CommandedEGR,"2257","sensor","percent","","","PID 2C - Commanded exhaust gas recirculation (EGR)","","",""
OBD.FuelRailPressureAbsolute,"2295","sensor","kpa","","","PID 59 - Absolute fuel rail pressure","","",""
OBD.FuelLevel,"2260","sensor","percent","","","PID 2F - Fuel level in the fuel tank","","",""
OBD.CommandedEquivalenceRatio,"2275","sensor","ratio","","","PID 44 - Commanded equivalence ratio","","",""
OBD.AmbientAirTemperature,"2277","sensor","celsius","","","PID 46 - Ambient air temperature","","",""
OBD.ThrottlePositionB,"2278","sensor","percent","","","PID 47 - Absolute throttle position B","","",""
OBD.ThrottlePositionC,"2279","sensor","percent","","","PID 48 - Absolute throttle position C","","",""
OBD.ShortTermO2Trim1,"2291","sensor","percent","","","PID 55 - Short term secondary O2 trim - Bank 1","","",""
OBD.DistanceWithMIL,"2238","sensor","kilometer","","","PID 21 - Distance traveled with MIL on","","",""
OBD.EVAPVaporPressureAbsolute,"2289","sensor","kpa","","","PID 53 - Absolute evaporative purge (EVAP) system pressure","","",""
OBD.ThrottleActuator,"2283","sensor","percent","","","PID 4C - Commanded throttle actuator","","",""
OBD.OilTemperature,"2298","sensor","celsius","","","PID 5C - Engine oil temperature","","",""
OBD.MAP,"2219","sensor","kpa","0","","PID 0B - Intake manifold pressure","","",""
OBD.LongTermO2Trim2,"2294","sensor","percent","","","PID 58 - Long term secondary O2 trim - Bank 2","","",""
OBD.DriveCycleStatus,"","branch","","","","PID 41 - OBD status for the current drive cycle","","",""
OBD.DriveCycleStatus.DTCCount,"2271","sensor","","","","Number of sensor Trouble Codes (DTC)","","",""
OBD.DriveCycleStatus.IgnitionType,"2272","sensor","","","","Type of the ignition for ICE - spark = spark plug ignition, compression = self-igniting (Diesel engines)","spark / compression","",""
OBD.DriveCycleStatus.MIL,"2270","sensor","","","","Malfunction Indicator Light (MIL) - False = Off, True = On","","",""
OBD.EngineSpeed,"2220","sensor","rpm","","","PID 0C - Engine speed measured as rotations per minute","","",""
OBD.ShortTermO2Trim2,"2293","sensor","percent","","","PID 57 - Short term secondary O2 trim - Bank 2","","",""
OBD.HybridBatteryRemaining,"2297","sensor","percent","","","PID 5B - Remaining life of hybrid battery","","",""
OBD.RelativeAcceleratorPosition,"2296","sensor","percent","","","PID 5A - Relative accelerator pedal position","","",""
OBD.RelativeThrottlePosition,"2276","sensor","percent","","","PID 45 - Relative throttle position","","",""
OBD.FreezeDTC,"2210","sensor","","","","PID 02 - DTC that triggered the freeze frame","","",""
OBD.FuelType,"2287","sensor","","","","PID 51 - Fuel type","","",""
OBD.EngineLoad,"2212","sensor","percent","0","100","PID 04 - Engine load in percent - 0 = no load, 100 = full load","","",""
OBD.BarometricPressure,"2264","sensor","kpa","","","PID 33 - Barometric pressure","","",""
OBD.FuelRailPressureVac,"2239","sensor","kpa","","","PID 22 - Fuel rail pressure relative to vacuum","","",""
OBD.MAF,"2224","sensor","g/s","","","PID 10 - Grams of air drawn into engine per second","","",""
OBD.RunTime,"2236","sensor","s","","","PID 1F - Engine run time","","",""
OBD.Speed,"2221","sensor","km/h","","","PID 0D - Vehicle speed","","",""
OBD.ThrottlePosition,"2225","sensor","percent","0","100","PID 11 - Throttle position - 0 = closed throttle, 100 = open throttle","","",""
ADAS,"","branch","","","","All Advanced Driver Assist Systems data.","","",""
ADAS.ObstacleDetection,"","branch","","","","Signals form Obstacle Sensor System","","",""
ADAS.ObstacleDetection.DistanceToObject,"","branch","","","","Distance signals form Obstacle Sensor System","","",""
ADAS.ObstacleDetection.DistanceToObject.RearLeft,"2142","sensor","m","","","Rear left distance to object in meters","","",""
ADAS.ObstacleDetection.DistanceToObject.FrontLeft,"2140","sensor","m","","","Front left distance to object in meters","","",""
ADAS.ObstacleDetection.DistanceToObject.FrontRight,"2141","sensor","m","","","Front right distance to object in meters","","",""
ADAS.ObstacleDetection.DistanceToObject.RearRight,"2143","sensor","m","","","Rear right distance to object in meters","","",""
ADAS.ObstacleDetection.IsActive,"2138","actuator","","","","Indicates if obstacle sensor system is enabled. True = Enabled. False = Disabled.","","",""
ADAS.ObstacleDetection.Error,"2139","sensor","","","","Indicates if obstacle sensor system incurred an error condition. True = Error. False = No Error.","","",""
ADAS.TCS,"","branch","","","","Traction Control System signals","","",""
ADAS.TCS.IsEngaged,"2149","sensor","","","","Indicates if TCS is currently regulating traction. True = Engaged. False = Not Engaged.","","",""
ADAS.TCS.IsActive,"2147","actuator","","","","Indicates if TCS is enabled. True = Enabled. False = Disabled.","","",""
ADAS.TCS.Error,"2148","sensor","","","","Indicates if TCS incurred an error condition. True = Error. False = No Error.","","",""
ADAS.CruiseControl,"","branch","","","","Signals from Cruise Control system","","",""
ADAS.CruiseControl.SpeedSet,"2133","actuator","km/h","","","Set cruise control speed in kilometers per hour","","",""
ADAS.CruiseControl.IsActive,"2132","actuator","","","","Indicates if cruise control system is enabled. True = Enabled. False = Disabled.","","",""
ADAS.CruiseControl.Error,"2134","sensor","","","","Indicates if cruise control system incurred and error condition. True = Error. False = NoError.","","",""
ADAS.ABS,"","branch","","","","Antilock Braking System signals","","",""
ADAS.ABS.IsEngaged,"2146","sensor","","","","Indicates if ABS is currently regulating brake pressure. True = Engaged. False = Not Engaged.","","",""
ADAS.ABS.IsActive,"2144","actuator","","","","Indicates if ABS is enabled. True = Enabled. False = Disabled.","","",""
ADAS.ABS.Error,"2145","sensor","","","","Indicates if ABS incurred an error condition. True = Error. False = No Error.","","",""
ADAS.ESC,"","branch","","","","Electronic Stability Control System signals","","",""
ADAS.ESC.IsEngaged,"2152","sensor","","","","Indicates if ESC is currently regulating vehicle stability. True = Engaged. False = Not Engaged.","","",""
ADAS.ESC.IsActive,"2150","actuator","","","","Indicates if ECS is enabled. True = Enabled. False = Disabled.","","",""
ADAS.ESC.Error,"2151","sensor","","","","Indicates if ESC incurred an error condition. True = Error. False = No Error.","","",""
ADAS.LaneDepartureDetection,"","branch","","","","Signals from Land Departure Detection System","","",""
ADAS.LaneDepartureDetection.Warning,"2136","sensor","","","","Indicates if lane departure detection registered a lane departure","","",""
ADAS.LaneDepartureDetection.IsActive,"2135","actuator","","","","Indicates if lane departure detection system is enabled. True = Enabled. False = Disabled.","","",""
ADAS.LaneDepartureDetection.Error,"2137","sensor","","","","Indicates if lane departure system incurred an error condition. True = Error. False = No Error.","","",""
Private,"","branch","","","","Uncontrolled branch where non-public signals can be defined.","","",""
Chassis,"","branch","","","","All data concerning steering, suspension, wheels, and brakes.","","",""
Chassis.Accelerator,"","branch","","","","Accelerator signals","","",""
Chassis.Accelerator.PedalPosition,"2203","sensor","percent","0","100","Accelerator pedal position as percent. 0 = Not depressed. 100 = Fully depressed.","","",""
Chassis.Track,"2160","attribute","mm","","","Overall wheel tracking, in mm.","","",""
Chassis.SteeringWheel,"","branch","","","","Steering wheel signals","","",""
Chassis.SteeringWheel.Tilt,"2201","actuator","percent","0","100","Steering wheel column tilt. 0 = Lowest position. 100 = Highest position.","","",""
Chassis.SteeringWheel.Angle,"2200","sensor","degrees","","","Steering wheel angle. Positive = degrees to the left. Negative = degrees to the right.","","",""
